Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda
Nordeste,CE,São Luís do Curu,"0,5725","0,7179","0,6906","0,3090"
Nordeste,PB,Prata,"0,5724","0,6895","0,7106","0,3170"
Sudeste,MG,Senador Modestino Gonçalves,"0,5724","0,6354","0,6546","0,4271"
Nordeste,PE,Custódia,"0,5723","0,6896","0,5672","0,4600"
Nordeste,BA,São Francisco do Conde,"0,5723","0,5344","0,5980","0,5845"
Sul,SC,Balneário Arroio do Silva,"0,5722","0,5971","0,5000","0,6195"
Nordeste,RN,Campo Redondo,"0,5721","0,7074","0,7135","0,2953"
Sudeste,MG,Capim Branco,"0,5721","0,6388","0,4995","0,5779"
Nordeste,PB,São Mamede,"0,5720","0,7083","0,6920","0,3156"
Nordeste,CE,Jucás,"0,5718","0,7928","0,5588","0,3638"
Sudeste,MG,Itinga,"0,5718","0,5332","0,6779","0,5042"
Sudeste,ES,Mimoso do Sul,"0,5718","0,6532","0,5248","0,5374"
Nordeste,PB,Pedra Branca,"0,5717","0,7314","0,6639","0,3197"
Sudeste,MG,Lagoa Dourada,"0,5717","0,5940","0,5137","0,6075"
Nordeste,PE,Casinhas,"0,5715","0,6932","0,7089","0,3125"
Sudeste,ES,Santa Leopoldina,"0,5715","0,5893","0,5835","0,5417"
Nordeste,PB,Santa Helena,"0,5713","0,7267","0,7048","0,2825"
Nordeste,BA,Itaberaba,"0,5713","0,5543","0,5838","0,5759"
Nordeste,PI,Piracuruca,"0,5712","0,7041","0,5915","0,4179"
Sudeste,MG,Ritápolis,"0,5711","0,6086","0,4496","0,6551"
Nordeste,RN,São Paulo do Potengi,"0,5710","0,6159","0,6845","0,4126"
Sudeste,MG,Sardoá,"0,5710","0,7139","0,5046","0,4944"
Norte,RO,São Francisco do Guaporé,"0,5709","0,5829","0,5388","0,5909"
Nordeste,PB,Queimadas,"0,5709","0,6670","0,5809","0,4648"
Nordeste,PI,Santa Cruz dos Milagres,"0,5708","0,7193","0,6724","0,3208"
Nordeste,PB,Cubati,"0,5708","0,7748","0,5984","0,3391"
Sudeste,MG,Joaquim Felício,"0,5708","0,6149","0,6533","0,4443"
Sudeste,MG,União de Minas,"0,5708","0,5127","0,4627","0,7369"
Nordeste,CE,Hidrolândia,"0,5706","0,7986","0,5324","0,3808"
Nordeste,RN,Equador,"0,5706","0,5976","0,6745","0,4398"
Sudeste,MG,Santana de Cataguases,"0,5706","0,7577","0,4749","0,4792"
Sudeste,MG,Bandeira,"0,5705","0,7081","0,6836","0,3198"
Sudeste,MG,São José do Alegre,"0,5705","0,6861","0,4717","0,5536"
Centro-Oeste,MT,Luciara,"0,5704","0,6668","0,5825","0,4619"
Norte,RO,Parecis,"0,5703","0,4628","0,5809","0,6671"
Norte,TO,Lavandeira,"0,5703","0,7148","0,6341","0,3619"
Nordeste,BA,Itabuna,"0,5703","0,4777","0,5611","0,6721"
Sudeste,MG,São Félix de Minas,"0,5703","0,7551","0,4597","0,4960"
Nordeste,SE,General Maynard,"0,5701","0,6607","0,6332","0,4164"
Sudeste,MG,Cristália,"0,5701","0,6033","0,7148","0,3921"
Sudeste,MG,Jequitinhonha,"0,5701","0,6165","0,6142","0,4795"
Nordeste,CE,Pires Ferreira,"0,5700","0,8312","0,5859","0,2928"
Sudeste,MG,Rio Acima,"0,5700","0,5761","0,4848","0,6492"
Nordeste,PB,São Bentinho,"0,5699","0,7867","0,6333","0,2897"
Norte,TO,Sítio Novo do Tocantins,"0,5697","0,6344","0,7092","0,3655"
Nordeste,AL,Igreja Nova,"0,5697","0,6265","0,5184","0,5641"
Nordeste,SE,São Domingos,"0,5697","0,6626","0,6592","0,3873"
Nordeste,BA,Mortugaba,"0,5697","0,6765","0,6194","0,4132"
Centro-Oeste,MT,Nossa Senhora do Livramento,"0,5697","0,5509","0,4962","0,6620"
Norte,RO,Castanheiras,"0,5696","0,4414","0,6988","0,5686"
Nordeste,BA,Feira de Santana,"0,5696","0,3957","0,6242","0,6890"
Sul,SC,Timbé do Sul,"0,5695","0,6295","0,3898","0,6892"
Nordeste,BA,Urandi,"0,5694","0,6228","0,6202","0,4653"
Nordeste,BA,Bom Jesus da Lapa,"0,5693","0,5629","0,6143","0,5307"
Sudeste,MG,Rubelita,"0,5693","0,6959","0,6699","0,3421"
Nordeste,CE,Moraújo,"0,5692","0,7588","0,6824","0,2665"
Nordeste,AL,Santana do Mundaú,"0,5692","0,7525","0,6283","0,3269"
Sudeste,MG,Paula Cândido,"0,5692","0,6501","0,6804","0,3771"
Sul,RS,Barra do Guarita,"0,5692","0,7405","0,4687","0,4984"
Centro-Oeste,GO,Nova Glória,"0,5692","0,7303","0,5246","0,4527"
Nordeste,CE,Acopiara,"0,5691","0,7108","0,6580","0,3385"
Nordeste,AL,Cacimbinhas,"0,5690","0,6857","0,5526","0,4687"
Sudeste,MG,Belo Vale,"0,5690","0,5326","0,5651","0,6094"
Nordeste,AL,Belém,"0,5689","0,6859","0,5537","0,4670"
Nordeste,BA,Dom Basílio,"0,5689","0,5844","0,7452","0,3771"
Sudeste,MG,Estrela Dalva,"0,5689","0,6237","0,5568","0,5263"
Nordeste,AL,Santana do Ipanema,"0,5688","0,6039","0,6104","0,4920"
Sul,RS,Arroio dos Ratos,"0,5688","0,5436","0,6052","0,5575"
Sul,RS,Mata,"0,5688","0,5441","0,6197","0,5427"
Sudeste,MG,Chalé,"0,5687","0,6117","0,6740","0,4205"
Sudeste,MG,Alpercata,"0,5684","0,6261","0,5443","0,5348"
Sudeste,MG,Bonfim,"0,5683","0,5411","0,6942","0,4696"
Sudeste,MG,Periquito,"0,5683","0,6906","0,5516","0,4626"
Sul,RS,Segredo,"0,5683","0,5492","0,6538","0,5020"
Nordeste,PB,Pitimbu,"0,5682","0,5967","0,6007","0,5073"
Sudeste,MG,Recreio,"0,5681","0,6091","0,5804","0,5149"
Norte,RO,Cacaulândia,"0,5680","0,5089","0,6027","0,5925"
Sudeste,SP,Silveiras,"0,5680","0,6613","0,5067","0,5361"
Centro-Oeste,MS,Sete Quedas,"0,5680","0,6282","0,5468","0,5291"
Norte,PA,Capanema,"0,5679","0,5784","0,5774","0,5478"
Nordeste,PI,São Raimundo Nonato,"0,5679","0,7308","0,5151","0,4577"
Nordeste,PB,Várzea,"0,5679","0,6860","0,6390","0,3787"
Sudeste,MG,Carlos Chagas,"0,5679","0,5557","0,5033","0,6448"
Nordeste,BA,São Desidério,"0,5678","0,3848","0,5711","0,7475"
Sul,RS,Dezesseis de Novembro,"0,5677","0,6278","0,6908","0,3844"
Sudeste,MG,Itanhomi,"0,5676","0,6617","0,5583","0,4829"
Sudeste,MG,Vargem Alegre,"0,5676","0,5922","0,6504","0,4603"
Sul,SC,Cerro Negro,"0,5676","0,6379","0,6071","0,4579"
Norte,TO,Nova Olinda,"0,5673","0,5661","0,5306","0,6052"
Nordeste,RN,Janduís,"0,5673","0,5499","0,7093","0,4427"
Sudeste,MG,Guiricema,"0,5673","0,5641","0,5782","0,5595"
Sudeste,MG,São João do Pacuí,"0,5672","0,7212","0,6901","0,2904"
Nordeste,PB,Riachão do Bacamarte,"0,5669","0,6828","0,6414","0,3765"
Nordeste,PB,São Francisco,"0,5669","0,7924","0,5532","0,3551"
Nordeste,MA,Campestre do Maranhão,"0,5668","0,5664","0,5624","0,5716"
Sudeste,MG,Reduto,"0,5668","0,6008","0,6035","0,4962"
Sudeste,MG,Virgínia,"0,5668","0,6180","0,4426","0,6399"
Nordeste,MA,São João dos Patos,"0,5666","0,7354","0,4787","0,4858"
Nordeste,AL,Branquinha,"0,5666","0,8114","0,5488","0,3397"
Nordeste,PB,Dona Inês,"0,5663","0,6929","0,7106","0,2953"
Nordeste,PE,Afogados da Ingazeira,"0,5663","0,5959","0,6326","0,4704"
Nordeste,PE,Afrânio,"0,5663","0,6085","0,7511","0,3394"
Sudeste,MG,São Geraldo da Piedade,"0,5663","0,6511","0,6978","0,3501"
Norte,AP,Macapá,"0,5662","0,4834","0,4643","0,7509"
Nordeste,PI,Cajueiro da Praia,"0,5662","0,6897","0,3967","0,6123"
Nordeste,SE,Tobias Barreto,"0,5662","0,5898","0,6661","0,4427"
Nordeste,SE,Japoatã,"0,5661","0,5673","0,6672","0,4638"
Sul,RS,Ibirapuitã,"0,5661","0,6414","0,4871","0,5697"
Centro-Oeste,MS,Pedro Gomes,"0,5661","0,5258","0,5147","0,6577"
Nordeste,PI,Vila Nova do Piauí,"0,5660","0,7690","0,5941","0,3350"
Nordeste,RN,Martins,"0,5660","0,5831","0,6310","0,4838"
Sudeste,RJ,São José de Ubá,"0,5660","0,6532","0,5340","0,5108"
Nordeste,RN,Caraúbas,"0,5658","0,6429","0,6628","0,3918"
Nordeste,PB,Congo,"0,5658","0,7731","0,6274","0,2970"
Sudeste,MG,Serranópolis de Minas,"0,5657","0,6727","0,6796","0,3449"
Norte,PA,Sapucaia,"0,5656","0,5109","0,5198","0,6662"
Nordeste,PB,Itaporanga,"0,5656","0,6129","0,5957","0,4883"
Sudeste,MG,Santo Antônio do Itambé,"0,5656","0,5749","0,7083","0,4137"
Centro-Oeste,GO,Corumbá de Goiás,"0,5656","0,5987","0,4915","0,6067"
Sudeste,MG,São Pedro do Suaçuí,"0,5653","0,6647","0,5690","0,4623"
Sul,RS,Mato Castelhano,"0,5653","0,5577","0,5283","0,6099"
Norte,TO,Brejinho de Nazaré,"0,5651","0,6977","0,4230","0,5745"
Nordeste,AL,Olivença,"0,5650","0,7599","0,6026","0,3324"
Sudeste,MG,Desterro do Melo,"0,5649","0,6066","0,6075","0,4807"
Centro-Oeste,MT,Alto Paraguai,"0,5649","0,6572","0,6054","0,4321"
Nordeste,PI,Buriti dos Lopes,"0,5648","0,6242","0,6650","0,4053"
Norte,RO,Alta Floresta D'Oeste,"0,5647","0,5885","0,4444","0,6613"
Norte,PA,Altamira,"0,5647","0,5641","0,5077","0,6224"
Centro-Oeste,GO,Estrela do Norte,"0,5647","0,7107","0,3560","0,6273"
Centro-Oeste,MT,Comodoro,"0,5646","0,5205","0,2935","0,8797"
Sudeste,MG,Campo Azul,"0,5645","0,6464","0,7193","0,3279"
Sudeste,MG,Piedade de Caratinga,"0,5645","0,5920","0,6347","0,4669"
Sudeste,MG,Central de Minas,"0,5644","0,6947","0,4771","0,5214"
Nordeste,PE,São José da Coroa Grande,"0,5643","0,5625","0,5836","0,5467"
Norte,TO,Mateiros,"0,5642","0,4436","0,6085","0,6405"
Sul,RS,Cacequi,"0,5641","0,5535","0,5093","0,6296"
Norte,RO,São Felipe D'Oeste,"0,5639","0,5063","0,6087","0,5766"
Nordeste,PE,Solidão,"0,5638","0,6800","0,6912","0,3201"
Sudeste,MG,Cipotânea,"0,5638","0,5995","0,6616","0,4304"
Sul,RS,Mato Queimado,"0,5638","0,6537","0,4922","0,5456"
Nordeste,PB,São Bento,"0,5637","0,5515","0,6943","0,4452"
Sudeste,MG,Santa Maria do Salto,"0,5637","0,6754","0,6626","0,3532"
Sul,RS,Piratini,"0,5637","0,6230","0,4460","0,6222"
Nordeste,CE,Nova Olinda,"0,5636","0,7321","0,5656","0,3930"
Sul,PR,Laranjal,"0,5636","0,6700","0,5857","0,4350"
Nordeste,CE,Aratuba,"0,5635","0,7178","0,6615","0,3112"
Sudeste,MG,Senador Cortes,"0,5635","0,6521","0,4402","0,5981"
Nordeste,PB,São José do Brejo do Cruz,"0,5634","0,6412","0,6709","0,3781"
Nordeste,PI,Esperantina,"0,5633","0,6473","0,6271","0,4156"
Sul,PR,Antonina,"0,5633","0,5414","0,5509","0,5977"
Nordeste,CE,Camocim,"0,5628","0,7737","0,4912","0,4235"
Nordeste,PI,Marcos Parente,"0,5626","0,5747","0,6947","0,4183"
Nordeste,PB,Catingueira,"0,5625","0,6230","0,6995","0,3649"
Centro-Oeste,GO,Matrinchã,"0,5625","0,4448","0,6081","0,6347"
Sudeste,MG,Quartel Geral,"0,5621","0,7736","0,3752","0,5376"
Nordeste,RN,Florânia,"0,5620","0,6378","0,6439","0,4042"
Nordeste,RN,Lajes,"0,5617","0,6309","0,5797","0,4746"
Sudeste,MG,Alvarenga,"0,5617","0,6734","0,6618","0,3499"
Sudeste,MG,Bugre,"0,5617","0,6380","0,5902","0,4569"
Sudeste,MG,Tocos do Moji,"0,5617","0,7264","0,5432","0,4154"
Sudeste,RJ,Itaboraí,"0,5617","0,4643","0,6040","0,6167"
Nordeste,CE,Barroquinha,"0,5616","0,7354","0,5894","0,3599"
Nordeste,PE,Belo Jardim,"0,5616","0,5071","0,5950","0,5826"
Sul,RS,Tunas,"0,5616","0,5588","0,6918","0,4343"
Sudeste,MG,Sabinópolis,"0,5615","0,7344","0,4451","0,5050"
Sudeste,MG,Vieiras,"0,5615","0,6313","0,6285","0,4247"
Norte,PA,Salinópolis,"0,5614","0,5882","0,5294","0,5667"
Nordeste,BA,Mucugê,"0,5614","0,3816","0,5937","0,7090"
Nordeste,PE,Granito,"0,5613","0,6693","0,7124","0,3023"
Nordeste,AL,Pão de Açúcar,"0,5613","0,7426","0,6382","0,3031"
Sudeste,MG,Queluzito,"0,5613","0,4924","0,5857","0,6057"
Centro-Oeste,MT,Porto Esperidião,"0,5613","0,4923","0,5015","0,6902"
Centro-Oeste,MT,São José do Xingu,"0,5613","0,5033","0,3714","0,8092"
Sudeste,MG,Santa Cruz do Escalvado,"0,5612","0,5022","0,6004","0,5810"
Sudeste,MG,Carmésia,"0,5611","0,5459","0,6540","0,4833"
Nordeste,AL,Piranhas,"0,5609","0,6730","0,5678","0,4420"
Nordeste,CE,Ibiapina,"0,5608","0,6943","0,6885","0,2995"
Nordeste,PB,São José dos Cordeiros,"0,5608","0,6786","0,6263","0,3776"
Nordeste,PB,Esperança,"0,5607","0,6501","0,5668","0,4653"
Nordeste,BA,Iaçu,"0,5607","0,5766","0,6701","0,4354"
Nordeste,BA,Lafaiete Coutinho,"0,5607","0,6364","0,5069","0,5387"
Nordeste,BA,Santa Maria da Vitória,"0,5607","0,5467","0,5970","0,5383"
Sudeste,MG,Paulistas,"0,5607","0,5324","0,6407","0,5089"
Sudeste,MG,Piau,"0,5606","0,4375","0,7440","0,5003"
Sudeste,SP,São João das Duas Pontes,"0,5606","0,7915","0,3774","0,5129"
Sul,RS,Porto Lucena,"0,5606","0,6257","0,5145","0,5416"
Centro-Oeste,GO,Varjão,"0,5606","0,5255","0,6461","0,5102"
Sudeste,MG,Capitão Andrade,"0,5605","0,6131","0,7090","0,3594"
Sul,RS,Dois Irmãos das Missões,"0,5604","0,4853","0,5629","0,6331"
Nordeste,PB,Coxixola,"0,5603","0,7092","0,5162","0,4555"
Sudeste,MG,Cordisburgo,"0,5603","0,6553","0,5139","0,5118"
Norte,TO,Carmolândia,"0,5602","0,6079","0,5335","0,5392"
Nordeste,PB,Barra de Santana,"0,5601","0,6309","0,7193","0,3300"
Nordeste,AL,Colônia Leopoldina,"0,5601","0,5847","0,6316","0,4639"
Sudeste,MG,Córrego Novo,"0,5601","0,7329","0,4751","0,4723"
Nordeste,PI,União,"0,5600","0,6334","0,5507","0,4959"
Sudeste,MG,Jenipapo de Minas,"0,5600","0,6582","0,6745","0,3473"
Nordeste,PI,São José do Peixe,"0,5598","0,6998","0,5908","0,3889"
Nordeste,PE,Ferreiros,"0,5598","0,5713","0,6675","0,4405"
Nordeste,PE,Quixaba,"0,5598","0,7084","0,7252","0,2458"
Centro-Oeste,MT,São José do Povo,"0,5598","0,5769","0,6054","0,4972"
Norte,RO,Governador Jorge Teixeira,"0,5597","0,5471","0,6410","0,4910"
Norte,PA,Primavera,"0,5597","0,6288","0,6273","0,4231"
Nordeste,BA,Jaguarari,"0,5597","0,5224","0,5807","0,5759"
Sul,PR,Porto Barreiro,"0,5597","0,6632","0,4900","0,5258"
Nordeste,CE,Porteiras,"0,5596","0,7432","0,5123","0,4234"
Nordeste,BA,Piripá,"0,5594","0,6704","0,7281","0,2798"
Nordeste,PI,Alegrete do Piauí,"0,5593","0,8038","0,6378","0,2363"
Nordeste,PI,Prata do Piauí,"0,5592","0,6311","0,7288","0,3176"
Nordeste,PI,São Félix do Piauí,"0,5592","0,7434","0,5868","0,3474"
Nordeste,PB,Ingá,"0,5592","0,6360","0,6709","0,3707"
Sudeste,SP,Lavrinhas,"0,5592","0,6177","0,5208","0,5392"
Norte,TO,Formoso do Araguaia,"0,5591","0,5390","0,5325","0,6059"
Norte,TO,Monte do Carmo,"0,5591","0,5476","0,5537","0,5759"
Nordeste,CE,Morrinhos,"0,5590","0,7523","0,6327","0,2919"
Nordeste,BA,Anguera,"0,5590","0,5875","0,6527","0,4367"
Centro-Oeste,GO,Santa Isabel,"0,5590","0,5425","0,6669","0,4675"
Centro-Oeste,MS,Dois Irmãos do Buriti,"0,5589","0,5172","0,5271","0,6323"
Nordeste,PB,Areia de Baraúnas,"0,5587","0,6258","0,6736","0,3768"
Nordeste,CE,Barreira,"0,5586","0,7719","0,5908","0,3130"
Sudeste,MG,Francisco Badaró,"0,5586","0,6376","0,6989","0,3393"
Centro-Oeste,MT,Novo Santo Antônio,"0,5586","0,5604","0,6757","0,4398"
Nordeste,PB,Cuité,"0,5585","0,7061","0,6186","0,3508"
Nordeste,PE,São José do Belmonte,"0,5585","0,6543","0,6021","0,4192"
Nordeste,BA,Alagoinhas,"0,5585","0,4180","0,6515","0,6059"
Nordeste,PI,Demerval Lobão,"0,5584","0,7348","0,5419","0,3986"
Nordeste,PI,São João da Serra,"0,5584","0,7668","0,6403","0,2681"
Nordeste,PB,Picuí,"0,5584","0,7229","0,5442","0,4082"
Nordeste,PE,Taquaritinga do Norte,"0,5582","0,6248","0,5926","0,4573"
Sul,PR,Mato Rico,"0,5581","0,7634","0,4368","0,4741"
Nordeste,BA,Capim Grosso,"0,5580","0,5536","0,5734","0,5471"
Nordeste,BA,Firmino Alves,"0,5580","0,4189","0,6211","0,6341"
Centro-Oeste,MT,Curvelândia,"0,5580","0,6300","0,4673","0,5767"
Sudeste,RJ,Bom Jardim,"0,5579","0,5444","0,4735","0,6557"
Norte,TO,Centenário,"0,5578","0,5740","0,6582","0,4413"
Nordeste,PI,Francinópolis,"0,5578","0,7482","0,6526","0,2725"
Nordeste,CE,Independência,"0,5578","0,7672","0,6073","0,2989"
Nordeste,RN,Areia Branca,"0,5578","0,5449","0,5315","0,5971"
Nordeste,RN,Bom Jesus,"0,5576","0,4987","0,7993","0,3747"
Sul,RS,Roque Gonzales,"0,5576","0,6347","0,4350","0,6031"
Norte,TO,Jaú do Tocantins,"0,5575","0,5366","0,6530","0,4830"
Nordeste,CE,Miraíma,"0,5575","0,6537","0,6513","0,3674"
Centro-Oeste,MT,Jangada,"0,5575","0,6023","0,5994","0,4709"
Norte,TO,Cristalândia,"0,5574","0,5489","0,5495","0,5738"
Nordeste,PI,Landri Sales,"0,5574","0,7592","0,5531","0,3600"
Nordeste,PB,Remígio,"0,5574","0,6092","0,6626","0,4004"
Sudeste,MG,Fruta de Leite,"0,5574","0,6506","0,6532","0,3685"
Sul,RS,Coronel Bicaco,"0,5574","0,5935","0,4551","0,6236"
Sul,RS,Inhacorá,"0,5574","0,6539","0,5209","0,4973"
Nordeste,RN,Tibau do Sul,"0,5573","0,3799","0,5514","0,7407"
Nordeste,PE,Barra de Guabiraba,"0,5572","0,6013","0,6873","0,3830"
Sul,RS,Viamão,"0,5571","0,4890","0,5712","0,6111"
Centro-Oeste,GO,Aloândia,"0,5571","0,4777","0,6572","0,5363"
Sudeste,MG,São Pedro dos Ferros,"0,5570","0,5105","0,5718","0,5886"
Nordeste,AL,Atalaia,"0,5569","0,6105","0,5012","0,5589"
Sudeste,MG,Juramento,"0,5569","0,5936","0,6744","0,4026"
Nordeste,CE,Catunda,"0,5568","0,8535","0,5337","0,2832"
Nordeste,PB,Pocinhos,"0,5567","0,6137","0,6497","0,4068"
Nordeste,CE,Cedro,"0,5565","0,7155","0,6078","0,3462"
Sudeste,RJ,Duque de Caxias,"0,5562","0,4174","0,5596","0,6917"
Sudeste,RJ,Porciúncula,"0,5562","0,5921","0,5476","0,5290"
Nordeste,SE,Nossa Senhora da Glória,"0,5561","0,6075","0,5191","0,5416"
Centro-Oeste,GO,Americano do Brasil,"0,5561","0,6148","0,5277","0,5259"
Nordeste,PI,Santo Inácio do Piauí,"0,5560","0,6854","0,6676","0,3149"
Nordeste,PE,Brejinho,"0,5560","0,6632","0,6314","0,3733"
Nordeste,SE,Boquim,"0,5560","0,6155","0,6057","0,4467"
Nordeste,BA,Ibiassucê,"0,5560","0,6247","0,6666","0,3768"
Sudeste,MG,Botumirim,"0,5559","0,6957","0,5403","0,4318"
Nordeste,RN,Jardim de Piranhas,"0,5558","0,5932","0,6628","0,4115"
Nordeste,CE,Bela Cruz,"0,5557","0,7444","0,5987","0,3241"
Nordeste,CE,Itarema,"0,5557","0,7045","0,6193","0,3433"
Nordeste,PB,Belém do Brejo do Cruz,"0,5557","0,6481","0,6643","0,3546"
Nordeste,CE,Quiterianópolis,"0,5555","0,7863","0,5598","0,3205"
Nordeste,RN,São Miguel do Gostoso,"0,5555","0,5039","0,6279","0,5347"
Nordeste,PB,Mataraca,"0,5555","0,5373","0,6454","0,4838"
Sul,RS,Esmeralda,"0,5554","0,4765","0,4897","0,6999"
Centro-Oeste,GO,Planaltina,"0,5554","0,5964","0,5639","0,5058"
Nordeste,RN,Barcelona,"0,5553","0,5742","0,7186","0,3731"
Nordeste,AL,Santa Luzia do Norte,"0,5552","0,6626","0,5283","0,4748"
Centro-Oeste,MT,Poconé,"0,5552","0,6597","0,3860","0,6199"
Sudeste,MG,Padre Paraíso,"0,5551","0,6432","0,5592","0,4629"
Centro-Oeste,GO,Guaraíta,"0,5550","0,5401","0,6427","0,4823"
Centro-Oeste,MT,Araguainha,"0,5549","0,4615","0,6776","0,5256"
Sudeste,MG,Berizal,"0,5546","0,6308","0,5887","0,4444"
Nordeste,BA,Correntina,"0,5545","0,4176","0,5419","0,7041"
Norte,RO,Theobroma,"0,5543","0,5788","0,6149","0,4691"
Norte,TO,Muricilândia,"0,5542","0,5685","0,5637","0,5303"
Nordeste,SE,Cristinápolis,"0,5542","0,6804","0,5429","0,4392"
Nordeste,BA,Aracatu,"0,5541","0,5766","0,7488","0,3369"
Sudeste,MG,Ibiracatu,"0,5540","0,8318","0,5754","0,2547"
Norte,PA,Tucumã,"0,5539","0,5812","0,3585","0,7219"
Nordeste,BA,Medeiros Neto,"0,5539","0,4349","0,6051","0,6216"
Sudeste,MG,Divisa Alegre,"0,5539","0,5219","0,6758","0,4641"
Nordeste,CE,São João do Jaguaribe,"0,5538","0,7914","0,5744","0,2956"
Nordeste,RN,Grossos,"0,5538","0,4548","0,6590","0,5476"
Nordeste,PB,Gurinhém,"0,5538","0,6753","0,5853","0,4008"
Nordeste,PB,Curral Velho,"0,5537","0,6175","0,6630","0,3807"
Sudeste,MG,Silvianópolis,"0,5537","0,5680","0,4900","0,6031"
Nordeste,BA,Conceição da Feira,"0,5536","0,5030","0,6003","0,5576"
Nordeste,BA,Nazaré,"0,5536","0,5907","0,6022","0,4678"
Sul,RS,Pedras Altas,"0,5536","0,3073","0,7316","0,6219"
Nordeste,CE,Alto Santo,"0,5535","0,7588","0,5407","0,3610"
Nordeste,AL,Olho d'Água das Flores,"0,5534","0,6185","0,6124","0,4293"
Nordeste,CE,Cariús,"0,5532","0,7947","0,5773","0,2875"
Nordeste,PE,Santa Terezinha,"0,5532","0,5297","0,5957","0,5343"
Norte,TO,Santa Fé do Araguaia,"0,5531","0,5323","0,6198","0,5072"
Nordeste,MA,São Raimundo das Mangabeiras,"0,5531","0,5840","0,4195","0,6558"
Nordeste,PI,Capitão de Campos,"0,5530","0,6493","0,6599","0,3497"
Sudeste,MG,Ninheira,"0,5529","0,5862","0,7004","0,3720"
Nordeste,PI,Bela Vista do Piauí,"0,5528","0,6836","0,7355","0,2394"
Nordeste,PB,Água Branca,"0,5528","0,7234","0,6467","0,2883"
Nordeste,BA,Ichu,"0,5527","0,6112","0,6976","0,3492"
Nordeste,MA,Lajeado Novo,"0,5526","0,6528","0,6259","0,3791"
Nordeste,CE,Choró,"0,5526","0,6883","0,7466","0,2228"
Nordeste,PE,Belém do São Francisco,"0,5526","0,6043","0,5890","0,4645"
Nordeste,PB,Cajazeirinhas,"0,5525","0,6592","0,6441","0,3541"
Nordeste,CE,Croatá,"0,5524","0,7474","0,6527","0,2571"
Sudeste,MG,São Miguel do Anta,"0,5523","0,6542","0,6035","0,3992"
Nordeste,CE,Madalena,"0,5522","0,6485","0,5963","0,4117"
Nordeste,CE,Caridade,"0,5520","0,7319","0,5655","0,3587"
Norte,TO,Buriti do Tocantins,"0,5519","0,6698","0,6731","0,3129"
Nordeste,PB,Mamanguape,"0,5519","0,5030","0,5378","0,6149"
Nordeste,PE,Dormentes,"0,5519","0,6199","0,5528","0,4830"
Sudeste,SP,Herculândia,"0,5519","0,7169","0,2700","0,6689"
Nordeste,CE,Catarina,"0,5518","0,7674","0,6451","0,2430"
Nordeste,PE,Paudalho,"0,5517","0,5438","0,6494","0,4618"
Norte,TO,Colméia,"0,5516","0,6001","0,5678","0,4870"
Nordeste,CE,Itatira,"0,5516","0,7415","0,6721","0,2413"
Norte,TO,Dois Irmãos do Tocantins,"0,5515","0,5353","0,5650","0,5543"
Nordeste,PI,Padre Marcos,"0,5515","0,7585","0,5222","0,3739"
Sudeste,MG,Jequitaí,"0,5515","0,6542","0,5045","0,4957"
Nordeste,PE,Xexéu,"0,5514","0,6689","0,5498","0,4355"
Nordeste,PE,Toritama,"0,5513","0,5455","0,5553","0,5531"
Sudeste,MG,Alvorada de Minas,"0,5513","0,5103","0,7106","0,4329"
Sudeste,MG,Presidente Kubitschek,"0,5513","0,7316","0,4900","0,4324"
Nordeste,CE,Ocara,"0,5511","0,7187","0,6846","0,2499"
Nordeste,PB,Santo André,"0,5511","0,6578","0,5927","0,4027"
Nordeste,PE,Barreiros,"0,5511","0,5564","0,5913","0,5057"
Nordeste,RN,Timbaúba dos Batistas,"0,5510","0,5362","0,6983","0,4185"
Sudeste,MG,Imbé de Minas,"0,5510","0,6199","0,6934","0,3397"
Sudeste,MG,Lagoa dos Patos,"0,5510","0,6485","0,6250","0,3794"
Nordeste,AL,Novo Lino,"0,5509","0,6559","0,6075","0,3894"
Nordeste,BA,Mundo Novo,"0,5509","0,6623","0,6306","0,3598"
Sudeste,MG,Moeda,"0,5509","0,4661","0,6014","0,5851"
Sudeste,MG,São João da Lagoa,"0,5509","0,5675","0,6475","0,4377"
Nordeste,PB,Itabaiana,"0,5508","0,6728","0,5818","0,3978"
Nordeste,SE,Poço Verde,"0,5508","0,6119","0,6280","0,4126"
Nordeste,PI,Valença do Piauí,"0,5507","0,6631","0,5100","0,4789"
Nordeste,CE,Mombaça,"0,5507","0,7105","0,5911","0,3506"
Sudeste,MG,Entre Folhas,"0,5506","0,7237","0,5274","0,4007"
Sul,RS,Minas do Leão,"0,5506","0,5083","0,5110","0,6325"
Nordeste,PI,São Gonçalo do Piauí,"0,5503","0,6159","0,6817","0,3533"
Nordeste,PE,Tamandaré,"0,5503","0,5364","0,4854","0,6290"
Nordeste,BA,Ribeira do Pombal,"0,5502","0,6122","0,5554","0,4829"
Sudeste,MG,José Raydan,"0,5502","0,6801","0,5038","0,4667"
Sudeste,MG,Luisburgo,"0,5502","0,5723","0,7277","0,3506"
Nordeste,MA,Paço do Lumiar,"0,5501","0,6966","0,5146","0,4390"
Nordeste,BA,São Félix do Coribe,"0,5501","0,6794","0,4726","0,4983"
Sudeste,MG,Capela Nova,"0,5501","0,4835","0,7091","0,4578"
Sudeste,MG,Joanésia,"0,5500","0,5320","0,7059","0,4120"
