Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda,codigo_ibge
Centro-Oeste,MT,Querência,"0,6645","0,5721","0,5358","0,8856",5107065
Sudeste,ES,Conceição do Castelo,"0,6644","0,7977","0,5924","0,6032",3201704
Sudeste,RJ,Maricá,"0,6644","0,6459","0,7069","0,6405",3302700
Sul,PR,Nossa Senhora das Graças,"0,6644","0,7198","0,7591","0,5142",4116406
Sul,PR,Engenheiro Beltrão,"0,6643","0,8181","0,4839","0,6910",4107504
Sul,PR,Nova Fátima,"0,6643","0,7868","0,6060","0,6002",4117008
Sul,PR,Barra do Jacaré,"0,6642","0,7544","0,6359","0,6024",4102703
Sul,PR,Araruna,"0,6641","0,7284","0,5296","0,7343",4101705
Sudeste,MG,Consolação,"0,6640","0,7391","0,7318","0,5211",3118502
Sul,SC,Paraíso,"0,6640","0,6583","0,5592","0,7744",4212239
Sudeste,ES,Rio Bananal,"0,6639","0,6228","0,6632","0,7058",3204351
Sul,RS,Soledade,"0,6639","0,6519","0,4963","0,8436",4320800
Sudeste,SP,Porangaba,"0,6638","0,6492","0,6230","0,7192",3540507
Centro-Oeste,MT,São José dos Quatro Marcos,"0,6638","0,7452","0,5743","0,6718",5107107
Nordeste,PE,Caruaru,"0,6637","0,5802","0,7136","0,6974",2604106
Sul,RS,Mostardas,"0,6637","0,4829","0,7159","0,7924",4312500
Sudeste,MG,Prata,"0,6633","0,5612","0,5627","0,8661",3152808
Sul,RS,Nova Palma,"0,6633","0,6634","0,6643","0,6621",4313102
Sul,PR,Boa Vista da Aparecida,"0,6632","0,7404","0,6209","0,6284",4103057
Centro-Oeste,GO,Minaçu,"0,6632","0,7260","0,5217","0,7420",5213087
Nordeste,BA,Brumado,"0,6631","0,6327","0,6467","0,7098",2904605
Sudeste,MG,Guarará,"0,6631","0,6720","0,6510","0,6663",3128501
Sudeste,MG,São Gonçalo do Pará,"0,6631","0,7293","0,5633","0,6966",3161809
Nordeste,PB,Campina Grande,"0,6630","0,6215","0,6149","0,7526",2504009
Sul,PR,Cruzmaltina,"0,6630","0,6745","0,6769","0,6377",4106852
Sul,PR,Três Barras do Paraná,"0,6630","0,7258","0,5504","0,7128",4127858
Sul,RS,São Sepé,"0,6630","0,6577","0,6705","0,6608",4319604
Sul,SC,São Miguel da Boa Vista,"0,6629","0,7184","0,6556","0,6147",4217154
Sudeste,SP,Nova Guataporanga,"0,6628","0,8578","0,6723","0,4582",3533106
Centro-Oeste,GO,Leopoldo de Bulhões,"0,6628","0,6215","0,6042","0,7626",5212303
Centro-Oeste,GO,Crixás,"0,6627","0,6822","0,4804","0,8254",5206404
Sul,RS,Triunfo,"0,6626","0,5978","0,6045","0,7856",4322004
Sudeste,MG,Nova Porteirinha,"0,6625","0,7897","0,5879","0,6100",3145059
Sudeste,SP,Campos Novos Paulista,"0,6624","0,6917","0,5966","0,6990",3509809
Sul,PR,Floresta,"0,6624","0,7431","0,6061","0,6381",4107900
Sudeste,MG,Itacambira,"0,6623","0,6757","0,8105","0,5007",3132008
Sudeste,RJ,Angra dos Reis,"0,6623","0,5440","0,6522","0,7908",3300100
Sudeste,MG,Leandro Ferreira,"0,6621","0,7334","0,6856","0,5674",3138302
Centro-Oeste,GO,Avelinópolis,"0,6621","0,6348","0,7077","0,6439",5202809
Norte,RO,Pimenteiras do Oeste,"0,6620","0,6184","0,5184","0,8492",1101468
Sul,PR,Sapopema,"0,6619","0,7111","0,5417","0,7328",4126207
Sul,SC,Caxambu do Sul,"0,6619","0,5476","0,6932","0,7449",4204103
Sul,RS,Campinas do Sul,"0,6618","0,6659","0,6451","0,6744",4303806
Centro-Oeste,MS,Mundo Novo,"0,6614","0,7133","0,5222","0,7487",5005681
Sudeste,MG,Bocaiúva,"0,6611","0,7627","0,5919","0,6287",3107307
Sul,RS,Entre Rios do Sul,"0,6611","0,6655","0,7218","0,5960",4306957
Nordeste,PE,Primavera,"0,6609","0,6275","0,6298","0,7254",2611408
Sul,RS,Alegrete,"0,6609","0,5932","0,6733","0,7162",4300406
Sul,RS,Guaíba,"0,6609","0,5534","0,6498","0,7795",4309308
Sudeste,SP,Itariri,"0,6608","0,7394","0,6657","0,5772",3523305
Sul,PR,Inácio Martins,"0,6608","0,6369","0,6884","0,6572",4110201
Sul,RS,Restinga Sêca,"0,6608","0,5841","0,6586","0,7396",4315503
Nordeste,CE,Tianguá,"0,6606","0,8215","0,6356","0,5246",2313401
Sudeste,RJ,Araruama,"0,6606","0,5805","0,6981","0,7033",3300209
Nordeste,BA,Barreiras,"0,6603","0,5076","0,6949","0,7783",2903201
Sudeste,RJ,Paraty,"0,6603","0,5446","0,6136","0,8228",3303807
Nordeste,AL,Maceió,"0,6600","0,5496","0,6357","0,7946",2704302
Sudeste,SP,Areiópolis,"0,6600","0,6415","0,5908","0,7476",3503604
Sudeste,SP,Guaimbê,"0,6600","0,7375","0,6771","0,5654",3517307
Nordeste,CE,Crato,"0,6599","0,7370","0,6999","0,5427",2304202
Sudeste,MG,Tocantins,"0,6599","0,6981","0,6693","0,6123",3169000
Sul,PR,Santana do Itararé,"0,6599","0,7089","0,6745","0,5963",4124004
Norte,RO,São Miguel do Guaporé,"0,6597","0,6393","0,5775","0,7623",1100320
Sul,SC,Anitápolis,"0,6597","0,5219","0,7351","0,7220",4201109
Sul,RS,Coronel Pilar,"0,6596","0,6891","0,8083","0,4814",4305934
Sudeste,MG,Vargem Grande do Rio Pardo,"0,6593","0,8390","0,7344","0,4045",3170651
Sudeste,SP,Lutécia,"0,6592","0,7042","0,6763","0,5972",3527900
Sudeste,SP,Santana da Ponte Pensa,"0,6592","0,8885","0,5908","0,4984",3547205
Sul,PR,Anahy,"0,6592","0,7368","0,5655","0,6752",4101051
Sul,RS,Derrubadas,"0,6592","0,7525","0,5689","0,6561",4306320
Centro-Oeste,MS,Sidrolândia,"0,6592","0,5489","0,5315","0,8973",5007901
